route,payload_size_bytes,total_queries,sleep_seconds,workers,min_worker_elapsed_time_ms,max_worker_elapsed_time_ms,avg_worker_elapsed_time_ms,stdev_worker_elapsed_time_ms,min_latency_ms,max_latency_ms,avg_latency_ms,stdev_latency_ms,qps
SET,1000,16000,0,16,4042.968915999995,4170.424061,4109.590596124999,37.417847164772205,1.64534,42.190315,4.109590596124999,1.7612613008997446,3836.5403052473907
SET,10000,16000,0,16,4024.9220710000013,4181.937977000005,4100.863076375001,44.23822251986023,1.545596,42.05544,4.100863076375,1.5803624219293066,3825.9773549960473
SET,100000,16000,0,16,4664.000162999998,4825.508661000003,4743.403368687499,42.61644618552247,1.602507,40.087243,4.743403368687499,1.5379375166276397,3315.7126272122946
SET,1000000,16000,0,16,11952.993527999985,12871.613820999999,12541.7878013125,259.05072196682835,2.158902,35.268429,12.541787801312498,2.768840347932272,1243.0453727485242
SET,10000000,16000,0,16,145795.34486499993,148133.66434299978,146889.21621187503,597.8884960708513,9.31702,219.659654,146.889216211875,17.402873909452065,108.01055972633205
SET,1000,32000,0,32,844.2772250000005,932.953164,887.1280720312499,23.497985593679395,2.309643,44.442361,8.871280720312502,3.5219567406406402,3429.9685380562146
SET,10000,32000,0,32,817.5557710000002,966.0690489999998,901.962124375,42.925150536265015,1.866597,44.46754,9.01962124375,3.9146380198169837,3312.392632092285
SET,100000,32000,0,32,878.0325980000001,994.5365740000003,939.8022286562499,30.850285587368795,1.89418,47.857019,9.3980222865625,3.395710691761322,3217.579004791833
SET,1000000,32000,0,32,3236.4274639999994,5012.972003,4664.33749409375,552.6845111079629,22.455228,80.194512,46.6433749409375,7.230825165582046,638.3438802540626
SET,10000000,32000,0,32,36601.469603000005,37731.76032599998,37318.091773156244,373.2141703009955,295.7626,444.322801,373.18091773156254,29.814515920025272,84.80918919107421
SET,1000,64000,0,64,1546.783601,1683.2678340000007,1625.4741221875004,29.821767450976456,8.332109,58.683049,16.254741221874998,5.422555813808205,3802.128140707997
SET,10000,64000,0,64,1597.4002429999998,1895.141317,1740.5026112031248,81.58001424817108,2.244757,76.037469,17.40502611203125,8.871312772354838,3377.0568677860765
SET,100000,64000,0,64,1959.2943440000006,2160.039454999998,2048.9846525312496,47.37896909942591,2.043939,83.720865,20.4898465253125,7.008096312678415,2962.9088418665046
SET,1000000,64000,0,64,6611.589896999999,7398.502362000004,7007.052659109376,191.45963714053096,5.6931,130.251241,70.07052659109377,13.913917062475191,865.0399346861757
SET,10000000,64000,0,64,72359.69526100002,77918.991379,76501.70024279684,1937.6530809277958,312.034473,901.458146,765.0170024279685,55.07596147138282,82.13658681578966
SET,1000,128000,0,128,3431.837673,3761.985883,3637.310138125001,82.00927086151584,10.313307,106.854473,36.37310138125001,11.918947519707674,3402.458275519265
SET,10000,128000,0,128,3362.6891059999994,3775.2395019999994,3586.40637446875,87.70249068231554,6.300213,87.933888,35.864063744687506,10.520618144491907,3390.513368282721
SET,100000,128000,0,128,3674.4601600000005,4203.012630000001,3911.6161473749994,133.45955680468018,7.756367,85.190166,39.11616147374998,10.027926302264275,3045.434579148528
SET,1000000,128000,0,128,14306.395880999999,16714.350993999997,15159.524530882814,536.6956619817914,91.155215,228.374857,151.59524530882805,26.121611319583657,765.8089748501068
SET,10000000,128000,0,128,149384.96646000003,152916.54299799996,151602.621458711,995.2806087919572,707.304771,1776.878576,1516.0262145871097,100.41240716868823,83.70578976643107
